date,day_of_week,time_of_day,clinic,clinic_type,urban_rural,appointment_type,appointments,avg_appointment_duration,clinic_open_hours,appointment_lead_time,walk_ins,emergencies,staff_count,weather,transport_access_score,walk_in_policy,cancellation_rate,cancellations,no_shows,no_show_rate,staff_nurses,staff_doctors,triage_score_avg,power_outage,equipment_downtime,patients_served,avg_wait_time,efficiency_score,staff_per_patient,complaints_received
2025-02-18,Tuesday,Afternoon,Clinic_13,Maternal,Rural,Follow-up,95,17.7,8,9,17,1,10,Storm,0.48,Moderate,0.08,7,6,0.06,9,1,1.92,1,1,100,67.37,3.26,0.1,18
2025-05-11,Sunday,Evening,Clinic_29,Chronic,Rural,Routine,101,26.7,10,2,7,1,10,Rain,0.37,Moderate,0.15,15,12,0.12,7,3,1.94,0,0,82,37.76,4.42,0.12,12
2025-04-06,Sunday,Morning,Clinic_18,Chronic,Urban,Routine,97,13.7,9,9,15,0,9,Cloudy,0.23,Moderate,0.04,3,9,0.09,7,2,1.98,0,0,100,21.48,8.96,0.09,10
2025-05-21,Wednesday,Evening,Clinic_27,Chronic,Urban,Urgent,104,23.3,9,13,14,3,10,Rain,0.59,Open,0.06,6,12,0.12,1,9,2.3,0,0,103,38.03,6.5,0.1,13
2025-06-01,Sunday,Evening,Clinic_12,Emergency,Rural,Urgent,112,18.7,9,20,12,0,4,Cloudy,0.98,Strict,0.16,17,6,0.05,2,2,2.13,1,0,101,70.57,18.19,0.04,17
2025-03-23,Sunday,Afternoon,Clinic_29,Maternal,Rural,Routine,77,11.1,9,13,21,5,3,Storm,0.24,Moderate,0.17,13,8,0.1,1,2,1.55,0,0,82,52.43,22.09,0.04,14
2025-02-20,Thursday,Morning,Clinic_18,Pediatric,Rural,Urgent,97,26.0,9,21,25,0,6,Storm,0.28,Open,0.16,15,4,0.04,2,4,3.32,0,0,103,40.93,13.07,0.06,11
2025-03-14,Friday,Morning,Clinic_4,Maternal,Urban,Urgent,75,14.4,8,25,9,0,5,Clear,0.53,Strict,0.11,8,8,0.11,3,2,3.3,0,0,68,26.92,10.91,0.07,9
2025-01-09,Thursday,Evening,Clinic_17,Pediatric,Urban,Urgent,44,16.1,10,26,9,0,10,Clear,0.38,Open,0.08,3,5,0.11,6,4,2.99,0,0,45,13.58,3.14,0.22,4
2025-03-21,Friday,Morning,Clinic_3,General,Rural,Follow-up,48,10.9,8,1,27,1,7,Clear,0.58,Moderate,0.04,1,2,0.04,2,5,2.56,1,0,73,45.04,5.92,0.1,5
2025-01-03,Friday,Morning,Clinic_6,Pediatric,Urban,Routine,35,12.9,10,30,7,2,3,Storm,0.96,Moderate,0.16,5,4,0.11,1,2,3.13,1,0,35,34.19,8.25,0.09,6
2025-01-23,Thursday,Morning,Clinic_17,Maternal,Urban,Follow-up,75,13.4,10,0,10,4,6,Clear,0.94,Open,0.11,8,9,0.12,1,5,3.94,0,0,72,36.6,8.34,0.08,9
2025-05-04,Sunday,Afternoon,Clinic_14,Maternal,Urban,Follow-up,120,12.3,9,3,20,2,5,Cloudy,0.29,Strict,0.1,12,11,0.09,1,4,3.46,0,0,119,50.77,18.72,0.04,14
2025-05-05,Monday,Afternoon,Clinic_10,Chronic,Rural,Urgent,93,29.5,9,7,29,2,7,Cloudy,0.43,Moderate,0.12,11,7,0.08,1,6,1.83,0,0,106,47.01,10.44,0.07,17
2024-12-12,Thursday,Afternoon,Clinic_17,General,Urban,Routine,54,17.9,10,18,7,3,8,Clear,0.79,Strict,0.05,2,6,0.11,6,2,2.32,0,0,56,21.74,4.83,0.14,3
2025-01-31,Friday,Afternoon,Clinic_24,Chronic,Rural,Urgent,38,25.3,10,8,16,1,8,Cloudy,0.48,Open,0.06,2,6,0.16,7,1,2.45,1,0,47,39.0,1.98,0.17,16
2025-04-30,Wednesday,Afternoon,Clinic_8,Maternal,Urban,Routine,107,24.8,8,15,17,3,7,Clear,0.98,Moderate,0.05,5,11,0.1,4,3,1.97,0,0,111,43.97,11.46,0.06,16
2025-02-08,Saturday,Evening,Clinic_25,Chronic,Rural,Routine,107,15.9,9,15,26,2,5,Storm,0.63,Open,0.07,7,11,0.1,1,4,1.49,0,0,117,57.7,17.63,0.04,15
2025-01-31,Friday,Afternoon,Clinic_15,Chronic,Urban,Routine,99,13.5,10,27,5,0,9,Storm,0.91,Strict,0.18,17,15,0.15,2,7,3.26,0,0,72,26.96,5.3,0.12,12
2025-01-17,Friday,Afternoon,Clinic_22,Emergency,Rural,Follow-up,92,21.2,8,16,18,1,7,Clear,0.51,Moderate,0.15,13,9,0.1,4,3,3.1,0,0,89,41.52,8.56,0.08,11
2024-12-14,Saturday,Morning,Clinic_5,Pediatric,Rural,Urgent,105,21.7,10,10,17,4,8,Cloudy,0.28,Moderate,0.16,16,8,0.08,3,5,3.22,0,0,102,43.33,8.42,0.08,13
2025-03-30,Sunday,Morning,Clinic_30,General,Rural,Routine,75,16.8,8,17,18,2,3,Storm,0.23,Open,0.14,10,4,0.05,1,2,2.8,0,0,81,53.81,21.62,0.04,12
2025-03-08,Saturday,Afternoon,Clinic_19,Chronic,Rural,Urgent,84,12.0,9,3,23,4,9,Rain,0.47,Open,0.07,5,8,0.1,8,1,3.49,0,1,98,54.3,5.46,0.09,15
2025-01-10,Friday,Morning,Clinic_27,Emergency,Urban,Follow-up,115,15.3,9,18,15,1,7,Cloudy,0.84,Open,0.09,10,8,0.07,4,3,2.8,0,0,113,43.56,11.79,0.06,16
2025-05-13,Tuesday,Afternoon,Clinic_14,Maternal,Rural,Routine,41,23.0,9,16,27,4,4,Storm,0.55,Open,0.13,5,7,0.17,2,2,4.31,0,0,60,41.7,10.83,0.07,11
2025-02-24,Monday,Morning,Clinic_21,Emergency,Urban,Urgent,70,20.0,10,30,11,3,9,Cloudy,0.41,Open,0.07,4,7,0.1,8,1,2.25,0,0,73,29.69,5.14,0.12,8
2025-04-28,Monday,Morning,Clinic_8,Maternal,Rural,Follow-up,98,18.2,8,20,30,4,9,Rain,0.88,Moderate,0.19,18,10,0.1,1,8,3.42,0,0,104,42.37,7.32,0.09,15
2025-01-06,Monday,Morning,Clinic_1,Maternal,Rural,Follow-up,66,19.7,9,13,25,1,7,Clear,0.36,Moderate,0.14,9,10,0.15,2,5,2.42,0,0,73,24.19,8.01,0.1,6
2025-05-04,Sunday,Evening,Clinic_16,General,Urban,Routine,47,16.3,9,27,5,2,7,Clear,0.92,Moderate,0.14,6,8,0.17,2,5,2.48,0,0,40,15.6,4.15,0.17,4
2025-06-03,Tuesday,Evening,Clinic_24,Emergency,Urban,Urgent,76,23.3,10,30,26,5,4,Storm,0.6,Strict,0.09,6,10,0.13,3,1,2.88,0,0,91,49.11,17.84,0.04,12
2025-05-31,Saturday,Evening,Clinic_8,Chronic,Urban,Routine,60,12.1,8,8,24,0,8,Cloudy,0.53,Open,0.08,4,4,0.07,5,3,1.85,0,0,76,37.08,5.79,0.11,9
2025-05-06,Tuesday,Evening,Clinic_8,Pediatric,Urban,Follow-up,37,19.5,9,26,20,4,8,Storm,0.22,Open,0.15,5,7,0.19,1,7,3.56,0,0,49,31.09,3.02,0.16,7
2025-02-19,Wednesday,Evening,Clinic_23,Pediatric,Urban,Urgent,34,27.3,9,12,28,5,3,Clear,0.93,Moderate,0.14,4,4,0.12,1,2,2.48,0,0,59,36.18,16.05,0.05,9
2025-03-15,Saturday,Evening,Clinic_14,General,Rural,Routine,62,26.5,9,15,14,0,6,Cloudy,0.94,Moderate,0.07,4,2,0.03,2,4,3.33,1,0,70,46.28,7.04,0.09,12
2025-05-14,Wednesday,Evening,Clinic_24,Pediatric,Rural,Urgent,84,10.5,8,20,8,1,7,Rain,0.7,Open,0.11,9,9,0.11,3,4,2.32,0,0,75,34.63,7.25,0.09,10
2025-02-02,Sunday,Morning,Clinic_17,Maternal,Rural,Follow-up,47,19.0,10,4,5,3,6,Storm,0.34,Open,0.13,6,7,0.15,3,3,1.56,0,0,42,24.73,4.53,0.14,11
2025-04-03,Thursday,Evening,Clinic_8,General,Urban,Urgent,71,22.9,10,7,30,2,6,Clear,0.98,Strict,0.04,2,4,0.06,3,3,2.03,0,1,97,59.87,10.18,0.06,15
2025-02-24,Monday,Afternoon,Clinic_6,Emergency,Urban,Routine,63,24.4,9,24,27,1,3,Cloudy,0.86,Moderate,0.09,5,7,0.11,2,1,2.84,0,0,79,46.07,21.73,0.04,14
2025-02-16,Sunday,Morning,Clinic_14,Maternal,Urban,Follow-up,45,24.5,8,13,12,5,6,Rain,0.53,Strict,0.05,2,5,0.11,3,3,2.33,0,0,55,33.36,5.83,0.11,12
2025-03-21,Friday,Afternoon,Clinic_3,General,Rural,Routine,33,27.4,10,12,14,2,6,Rain,0.77,Open,0.13,4,2,0.06,2,4,1.82,0,0,43,28.44,4.32,0.14,7
2025-02-22,Saturday,Morning,Clinic_16,Pediatric,Urban,Routine,84,15.1,10,12,28,4,7,Storm,0.98,Open,0.03,2,1,0.01,5,2,3.09,0,0,113,43.52,11.79,0.06,12
2025-01-06,Monday,Afternoon,Clinic_29,Chronic,Urban,Routine,77,16.3,10,13,9,4,3,Rain,0.41,Moderate,0.12,9,8,0.1,2,1,2.63,0,0,73,46.15,19.72,0.04,12
2025-02-22,Saturday,Evening,Clinic_27,Pediatric,Rural,Follow-up,35,27.9,9,23,9,3,7,Cloudy,0.81,Strict,0.15,5,5,0.14,4,3,2.32,0,1,37,39.19,1.37,0.19,10
2025-05-13,Tuesday,Afternoon,Clinic_9,Maternal,Rural,Follow-up,101,12.3,9,1,26,5,10,Cloudy,0.49,Open,0.03,3,7,0.07,3,7,3.26,0,0,122,43.12,7.89,0.08,15
2025-04-05,Saturday,Afternoon,Clinic_6,Maternal,Rural,Urgent,101,27.8,10,6,20,3,10,Clear,0.62,Open,0.04,4,11,0.11,3,7,3.79,0,0,109,38.68,7.03,0.09,12
2025-03-05,Wednesday,Evening,Clinic_22,General,Rural,Follow-up,53,21.8,8,26,18,0,6,Storm,0.32,Strict,0.16,8,5,0.09,1,5,2.29,0,0,58,31.9,6.48,0.1,5
2025-01-24,Friday,Morning,Clinic_21,Emergency,Rural,Follow-up,88,28.9,10,29,27,5,10,Rain,0.37,Strict,0.1,8,5,0.06,5,5,1.75,0,0,107,47.15,5.98,0.09,17
2024-12-15,Sunday,Morning,Clinic_25,Chronic,Urban,Routine,112,27.0,8,12,14,2,3,Cloudy,0.43,Open,0.15,16,10,0.09,2,1,2.38,0,0,102,52.95,28.7,0.03,18
2024-12-31,Tuesday,Afternoon,Clinic_22,General,Rural,Urgent,49,14.0,9,28,8,2,10,Cloudy,0.58,Open,0.16,7,2,0.04,5,5,2.67,1,0,50,41.58,0.84,0.2,11
2025-02-24,Monday,Morning,Clinic_17,Pediatric,Rural,Urgent,106,14.5,10,22,18,0,9,Rain,0.94,Open,0.17,18,11,0.1,3,6,3.2,0,0,95,24.28,8.13,0.09,11
2025-05-27,Tuesday,Afternoon,Clinic_5,Maternal,Rural,Routine,110,20.5,9,18,25,4,4,Clear,0.64,Strict,0.07,7,9,0.08,2,2,1.22,0,0,123,61.06,24.64,0.03,20
2025-05-04,Sunday,Afternoon,Clinic_12,Pediatric,Urban,Urgent,95,10.3,10,21,8,4,9,Cloudy,0.34,Strict,0.09,8,9,0.09,8,1,3.17,0,0,90,43.56,5.64,0.1,16
2025-05-21,Wednesday,Evening,Clinic_15,Emergency,Rural,Follow-up,80,29.3,8,6,6,0,9,Rain,0.26,Open,0.18,14,12,0.15,5,4,3.02,0,0,60,24.38,4.23,0.15,5
2024-12-10,Tuesday,Evening,Clinic_16,Chronic,Rural,Urgent,63,29.3,10,23,26,0,9,Cloudy,0.44,Open,0.12,7,5,0.08,1,8,1.91,0,0,77,39.75,4.58,0.12,10
2025-04-04,Friday,Morning,Clinic_27,General,Urban,Routine,76,14.2,10,4,27,5,9,Rain,0.55,Open,0.16,12,7,0.09,2,7,2.89,0,0,89,41.02,5.79,0.1,15
2025-05-05,Monday,Morning,Clinic_29,Maternal,Rural,Follow-up,98,19.4,9,18,11,0,7,Rain,0.36,Open,0.16,15,7,0.07,2,5,2.64,0,0,87,32.19,9.21,0.08,8
2025-06-05,Thursday,Evening,Clinic_19,Emergency,Rural,Routine,80,19.7,9,16,6,2,3,Cloudy,0.39,Strict,0.04,3,6,0.07,2,1,2.47,1,0,79,56.85,20.65,0.04,13
2025-05-21,Wednesday,Afternoon,Clinic_4,Chronic,Rural,Follow-up,97,24.0,8,5,5,3,8,Storm,0.78,Moderate,0.12,11,5,0.05,3,5,2.44,0,0,89,27.58,8.37,0.09,11
2025-04-11,Friday,Evening,Clinic_22,Chronic,Urban,Follow-up,74,24.5,9,30,19,1,6,Cloudy,0.87,Open,0.13,9,7,0.09,3,3,1.48,1,1,78,69.65,6.03,0.08,16
2025-04-02,Wednesday,Evening,Clinic_3,Chronic,Urban,Routine,113,14.0,10,15,28,2,10,Clear,0.83,Moderate,0.16,18,12,0.11,3,7,3.44,0,0,113,36.52,7.65,0.09,13
2025-02-09,Sunday,Morning,Clinic_6,Emergency,Urban,Routine,68,16.8,8,19,12,1,3,Rain,0.3,Strict,0.2,13,6,0.09,2,1,2.97,0,0,62,37.97,16.87,0.05,9
2025-04-20,Sunday,Morning,Clinic_28,Emergency,Urban,Urgent,92,11.0,9,25,13,2,8,Cloudy,0.97,Strict,0.16,14,8,0.09,7,1,1.94,0,0,85,41.48,6.48,0.09,12
2025-03-04,Tuesday,Morning,Clinic_28,Maternal,Rural,Routine,43,24.6,10,14,30,4,4,Cloudy,0.79,Strict,0.17,7,10,0.23,1,3,2.46,0,0,60,37.36,11.26,0.07,6
2024-12-12,Thursday,Afternoon,Clinic_25,General,Urban,Follow-up,49,16.8,10,5,25,2,8,Clear,0.41,Open,0.17,8,0,0.0,1,7,1.39,0,0,68,30.54,5.45,0.12,9
2025-01-31,Friday,Afternoon,Clinic_14,Chronic,Rural,Urgent,83,25.9,9,30,16,5,6,Clear,0.55,Strict,0.05,4,3,0.04,5,1,3.13,0,0,97,40.98,12.07,0.06,12
2025-03-22,Saturday,Morning,Clinic_22,Maternal,Urban,Urgent,96,29.6,10,28,7,0,8,Storm,0.54,Open,0.08,7,14,0.15,7,1,3.13,0,0,82,29.96,7.25,0.1,9
2025-04-28,Monday,Evening,Clinic_30,Maternal,Rural,Follow-up,119,22.9,10,19,22,2,8,Cloudy,0.76,Open,0.18,21,5,0.04,1,7,2.0,0,1,117,62.64,8.36,0.07,16
2024-12-13,Friday,Evening,Clinic_29,Maternal,Rural,Routine,81,11.9,10,9,29,1,7,Storm,0.81,Strict,0.04,3,7,0.09,5,2,2.55,0,0,101,40.18,10.41,0.07,10
2025-03-15,Saturday,Morning,Clinic_24,General,Rural,Follow-up,32,22.5,9,3,5,4,7,Clear,0.81,Strict,0.06,1,3,0.09,3,4,2.81,0,1,37,28.65,2.42,0.19,10
2025-03-02,Sunday,Evening,Clinic_23,Emergency,Urban,Follow-up,87,16.0,10,25,14,4,3,Rain,0.77,Open,0.1,8,8,0.09,1,2,2.51,0,1,89,66.64,23.0,0.03,18
2025-01-01,Wednesday,Afternoon,Clinic_27,Chronic,Urban,Routine,61,11.2,8,15,8,2,6,Rain,0.56,Moderate,0.17,10,8,0.13,3,3,2.7,0,0,53,25.24,6.31,0.11,8
2025-04-05,Saturday,Evening,Clinic_30,Chronic,Rural,Routine,116,12.9,8,15,21,3,9,Cloudy,0.3,Open,0.18,20,8,0.07,8,1,2.58,0,1,112,61.63,6.28,0.08,17
2025-01-10,Friday,Afternoon,Clinic_30,General,Rural,Routine,95,12.4,10,9,21,0,6,Clear,0.62,Strict,0.1,9,9,0.09,1,5,1.18,0,1,98,54.26,10.91,0.06,15
2025-04-02,Wednesday,Evening,Clinic_14,General,Rural,Follow-up,77,14.3,10,15,14,2,7,Clear,0.3,Moderate,0.07,5,8,0.1,1,6,1.78,0,0,80,40.43,7.39,0.09,10
2025-01-21,Tuesday,Afternoon,Clinic_27,Emergency,Urban,Routine,38,20.1,9,24,6,3,10,Cloudy,0.73,Strict,0.12,4,6,0.16,8,2,2.8,1,0,37,30.67,0.63,0.27,11
2025-02-08,Saturday,Evening,Clinic_29,Chronic,Rural,Urgent,71,11.8,8,22,7,4,9,Clear,0.66,Open,0.09,6,3,0.04,7,2,3.14,0,0,73,32.8,4.83,0.12,8
2025-05-21,Wednesday,Evening,Clinic_25,General,Urban,Follow-up,69,20.1,8,3,22,5,4,Rain,0.97,Moderate,0.14,9,11,0.16,1,3,2.32,0,0,76,47.64,14.24,0.05,13
2025-02-27,Thursday,Morning,Clinic_16,General,Rural,Follow-up,56,13.6,8,27,12,5,10,Storm,0.51,Strict,0.04,2,5,0.09,9,1,3.07,0,0,66,29.27,3.67,0.15,5
2025-04-10,Thursday,Afternoon,Clinic_14,Maternal,Urban,Urgent,44,29.2,8,0,8,4,5,Clear,0.44,Strict,0.07,3,8,0.18,2,3,1.34,0,0,45,33.36,5.66,0.11,11
2025-03-16,Sunday,Morning,Clinic_25,Emergency,Urban,Follow-up,70,20.2,10,12,9,3,8,Clear,0.42,Moderate,0.07,4,3,0.04,7,1,2.21,0,0,75,23.47,7.03,0.11,7
2025-01-21,Tuesday,Morning,Clinic_9,Emergency,Urban,Routine,89,25.3,10,25,22,3,4,Rain,0.44,Moderate,0.11,9,7,0.08,2,2,3.05,0,1,98,70.75,17.43,0.04,21
2025-03-21,Friday,Morning,Clinic_18,Chronic,Rural,Routine,87,10.0,9,30,7,5,6,Storm,0.72,Strict,0.16,13,7,0.08,2,4,2.35,0,1,79,46.68,8.5,0.08,12
2025-01-17,Friday,Evening,Clinic_7,Emergency,Rural,Routine,30,13.2,10,18,6,3,7,Clear,0.44,Moderate,0.13,3,5,0.17,6,1,3.63,0,0,31,11.33,3.3,0.23,2
2025-01-03,Friday,Afternoon,Clinic_29,Pediatric,Rural,Urgent,119,19.1,8,21,8,1,7,Storm,0.47,Moderate,0.18,21,11,0.09,2,5,2.7,0,1,96,53.15,8.4,0.07,17
2025-05-04,Sunday,Morning,Clinic_22,Maternal,Rural,Urgent,106,27.9,10,15,15,0,5,Cloudy,0.63,Open,0.14,14,9,0.08,1,4,2.49,0,0,98,47.03,14.9,0.05,14
2025-01-14,Tuesday,Afternoon,Clinic_27,Emergency,Rural,Follow-up,113,13.5,10,0,7,4,3,Clear,0.57,Strict,0.18,20,9,0.08,2,1,2.42,0,0,95,51.96,26.47,0.03,15
2025-01-22,Wednesday,Evening,Clinic_10,Maternal,Urban,Follow-up,86,29.3,8,8,5,1,3,Cloudy,0.92,Open,0.16,13,7,0.08,2,1,3.62,0,0,72,41.6,19.84,0.04,12
2025-01-10,Friday,Evening,Clinic_16,Maternal,Urban,Urgent,107,24.8,10,21,11,0,6,Rain,0.25,Strict,0.2,21,12,0.11,4,2,2.27,0,0,85,46.47,9.52,0.07,15
2025-02-04,Tuesday,Evening,Clinic_22,Emergency,Rural,Urgent,38,21.2,9,0,9,2,6,Cloudy,0.71,Open,0.18,6,3,0.08,3,3,2.81,0,0,40,14.05,5.26,0.15,2
2024-12-24,Tuesday,Morning,Clinic_29,Maternal,Urban,Follow-up,36,28.4,10,14,15,3,9,Storm,0.2,Strict,0.07,2,0,0.0,8,1,2.6,0,0,52,28.46,2.93,0.17,11
2025-03-26,Wednesday,Morning,Clinic_30,Maternal,Urban,Routine,72,16.6,8,20,7,4,3,Clear,0.22,Moderate,0.2,14,9,0.12,1,2,2.85,1,0,60,51.09,14.89,0.05,12
2025-05-18,Sunday,Afternoon,Clinic_27,General,Rural,Urgent,33,25.9,8,24,23,5,8,Cloudy,0.81,Open,0.17,5,0,0.0,2,6,2.07,0,0,56,27.06,4.29,0.14,6
2025-02-16,Sunday,Evening,Clinic_3,Maternal,Urban,Follow-up,87,11.1,10,20,23,0,4,Cloudy,0.25,Open,0.2,17,2,0.02,1,3,3.02,0,1,91,54.24,17.33,0.04,15
2025-03-17,Monday,Morning,Clinic_28,Emergency,Urban,Follow-up,37,17.7,9,28,22,0,7,Clear,0.47,Open,0.17,6,9,0.24,4,3,1.86,0,0,44,10.45,5.24,0.16,3
2025-02-21,Friday,Morning,Clinic_19,Maternal,Urban,Urgent,33,20.2,9,13,19,4,8,Cloudy,0.78,Moderate,0.13,4,6,0.18,1,7,3.87,0,0,46,18.25,3.92,0.17,6
2024-12-26,Thursday,Evening,Clinic_25,Pediatric,Rural,Urgent,53,27.7,8,4,12,1,3,Cloudy,0.45,Moderate,0.03,1,3,0.06,2,1,2.43,0,0,62,45.62,16.1,0.05,8
2025-02-09,Sunday,Morning,Clinic_21,Maternal,Urban,Follow-up,67,13.8,9,22,16,0,5,Cloudy,0.68,Moderate,0.03,2,7,0.1,1,4,2.83,0,0,74,38.53,10.95,0.07,11
2025-01-16,Thursday,Morning,Clinic_16,Maternal,Urban,Urgent,104,14.5,8,14,23,2,7,Rain,0.39,Open,0.1,10,11,0.11,2,5,2.23,0,1,108,63.05,9.12,0.06,17
2025-04-25,Friday,Morning,Clinic_3,Pediatric,Urban,Urgent,72,12.3,9,14,30,5,9,Rain,0.71,Moderate,0.06,4,9,0.12,3,6,2.24,0,0,94,42.99,6.15,0.1,12
2025-01-05,Sunday,Afternoon,Clinic_28,Emergency,Urban,Routine,35,13.9,8,26,5,1,6,Storm,0.93,Strict,0.07,2,6,0.17,2,4,2.46,0,0,33,8.63,4.64,0.18,5
2025-06-03,Tuesday,Afternoon,Clinic_22,Maternal,Rural,Urgent,116,11.3,8,28,9,3,4,Rain,0.84,Strict,0.08,9,8,0.07,1,3,2.04,0,0,111,47.82,22.97,0.04,18
2024-12-08,Sunday,Morning,Clinic_25,Emergency,Urban,Urgent,98,15.9,8,10,17,5,8,Rain,0.24,Moderate,0.08,7,3,0.03,4,4,4.7,1,0,110,69.68,6.78,0.07,19
2025-01-24,Friday,Evening,Clinic_3,Maternal,Rural,Urgent,46,25.0,9,15,21,4,10,Cloudy,0.34,Open,0.06,2,4,0.09,2,8,2.7,0,0,65,27.91,3.71,0.15,9
2025-05-27,Tuesday,Evening,Clinic_30,Emergency,Urban,Routine,77,14.4,8,14,21,5,10,Rain,0.52,Moderate,0.15,11,9,0.12,8,2,2.56,0,0,83,35.11,4.79,0.12,10
2025-02-15,Saturday,Morning,Clinic_10,Chronic,Rural,Routine,84,21.7,9,16,17,4,5,Storm,0.54,Moderate,0.19,15,7,0.08,3,2,3.29,0,0,83,47.67,11.83,0.06,7
2025-01-04,Saturday,Afternoon,Clinic_21,General,Rural,Routine,85,15.9,10,16,18,2,10,Clear,0.83,Strict,0.08,6,10,0.12,7,3,2.64,0,0,89,32.41,5.66,0.11,9
2025-04-05,Saturday,Afternoon,Clinic_10,Pediatric,Urban,Urgent,42,22.1,8,27,8,0,8,Storm,0.21,Moderate,0.03,1,7,0.17,2,6,3.16,0,0,42,11.74,4.08,0.19,5
2025-05-13,Tuesday,Morning,Clinic_28,Chronic,Urban,Routine,66,24.5,8,15,16,3,9,Rain,0.61,Open,0.17,11,3,0.05,1,8,1.53,0,0,71,26.17,5.27,0.13,10
2025-03-22,Saturday,Evening,Clinic_14,Maternal,Rural,Follow-up,89,27.1,8,11,28,3,8,Rain,0.66,Strict,0.16,14,11,0.12,3,5,2.86,0,0,95,47.83,7.09,0.08,15
2025-04-29,Tuesday,Evening,Clinic_25,Chronic,Rural,Follow-up,69,21.7,10,25,28,0,10,Clear,0.94,Strict,0.17,11,4,0.06,6,4,2.8,0,0,82,33.7,4.83,0.12,11
2025-04-13,Sunday,Afternoon,Clinic_7,Chronic,Urban,Follow-up,72,21.4,9,20,23,5,9,Storm,0.27,Strict,0.2,14,10,0.14,4,5,3.0,1,0,76,59.36,2.51,0.12,17
2024-12-27,Friday,Afternoon,Clinic_10,Maternal,Urban,Follow-up,116,23.2,8,14,22,1,3,Clear,0.49,Strict,0.17,19,11,0.09,2,1,1.88,0,0,109,55.48,30.79,0.03,15
2024-12-14,Saturday,Evening,Clinic_3,Chronic,Urban,Routine,51,27.4,9,13,15,3,9,Cloudy,0.33,Open,0.05,2,3,0.06,2,7,2.4,0,0,64,20.34,5.08,0.14,6
2025-04-22,Tuesday,Afternoon,Clinic_20,Maternal,Rural,Urgent,69,27.6,9,14,23,1,10,Clear,0.79,Moderate,0.07,4,1,0.01,1,9,2.65,1,0,88,48.71,3.93,0.11,11
2024-12-21,Saturday,Evening,Clinic_24,Chronic,Rural,Follow-up,112,28.2,8,22,19,2,7,Clear,0.51,Strict,0.09,10,13,0.12,2,5,3.16,0,0,110,39.06,11.81,0.06,11
2025-04-05,Saturday,Morning,Clinic_30,Chronic,Rural,Urgent,60,12.4,9,2,10,2,7,Clear,0.6,Moderate,0.14,8,3,0.05,1,6,1.84,0,0,61,31.15,5.6,0.11,8
2024-12-17,Tuesday,Evening,Clinic_22,Chronic,Rural,Follow-up,82,24.9,8,12,19,1,7,Clear,0.21,Strict,0.06,4,7,0.09,1,6,1.1,0,0,91,39.78,9.02,0.08,9
2025-05-11,Sunday,Evening,Clinic_15,Maternal,Rural,Follow-up,120,26.8,8,26,9,2,10,Clear,0.69,Strict,0.11,13,12,0.1,2,8,2.69,0,0,106,45.3,6.07,0.09,12
2024-12-13,Friday,Afternoon,Clinic_6,Maternal,Urban,Urgent,67,20.6,9,22,8,4,9,Clear,0.87,Open,0.05,3,0,0.0,1,8,2.63,0,0,76,36.1,4.83,0.12,13
2025-02-13,Thursday,Morning,Clinic_25,Chronic,Urban,Routine,112,17.5,8,6,26,5,4,Clear,0.21,Strict,0.09,10,11,0.1,2,2,2.16,0,0,122,65.14,23.99,0.03,16
2025-03-22,Saturday,Morning,Clinic_24,Maternal,Urban,Follow-up,31,20.3,9,10,15,1,4,Rain,0.7,Open,0.06,1,4,0.13,1,3,2.85,0,0,42,30.6,7.44,0.1,13
2025-02-08,Saturday,Evening,Clinic_11,General,Rural,Routine,80,19.2,8,21,18,0,6,Storm,0.72,Moderate,0.06,4,9,0.11,3,3,2.14,0,0,85,35.87,10.58,0.07,7
2025-05-17,Saturday,Evening,Clinic_26,Emergency,Urban,Follow-up,35,29.2,10,10,7,1,9,Cloudy,0.74,Open,0.07,2,1,0.03,8,1,2.21,1,0,40,29.88,1.46,0.23,8
2025-03-28,Friday,Evening,Clinic_30,Emergency,Rural,Follow-up,47,20.2,10,7,15,1,8,Clear,0.39,Open,0.2,9,2,0.04,6,2,3.28,0,0,52,22.1,4.29,0.15,6
2025-01-03,Friday,Afternoon,Clinic_7,Maternal,Rural,Routine,45,22.8,8,29,14,1,9,Cloudy,0.79,Moderate,0.16,7,3,0.07,2,7,2.61,0,0,50,23.13,3.24,0.18,5
2025-01-22,Wednesday,Morning,Clinic_8,Pediatric,Rural,Routine,47,14.1,8,29,13,2,3,Rain,0.84,Open,0.11,5,2,0.04,2,1,2.29,0,0,55,25.87,15.75,0.05,5
2025-01-26,Sunday,Morning,Clinic_7,General,Urban,Routine,58,12.5,8,18,24,3,8,Rain,0.39,Strict,0.05,2,4,0.07,6,2,3.11,0,1,79,49.21,4.95,0.1,13
2024-12-11,Wednesday,Morning,Clinic_10,Pediatric,Rural,Urgent,84,14.0,9,2,28,3,7,Storm,0.52,Strict,0.05,4,10,0.12,2,5,2.4,0,0,101,46.65,9.76,0.07,13
2025-04-18,Friday,Morning,Clinic_25,Pediatric,Urban,Urgent,90,24.5,9,12,19,3,9,Cloudy,0.44,Moderate,0.16,14,9,0.1,8,1,2.09,0,0,89,25.81,7.31,0.1,9
2025-02-15,Saturday,Morning,Clinic_1,General,Rural,Follow-up,78,18.1,9,30,22,4,10,Cloudy,0.98,Moderate,0.03,2,12,0.15,3,7,3.15,0,0,90,40.23,4.98,0.11,14
